Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.8278
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=128, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\25_25_25res_16feats
Iteration 0/50000, Fitting loss:  0.0460843 
Iteration 50/50000, Fitting loss:  0.0005637 
Iteration 100/50000, Fitting loss:  0.0004194 
Iteration 150/50000, Fitting loss:  0.0003635 
Iteration 200/50000, Fitting loss:  0.0003530 
Iteration 250/50000, Fitting loss:  0.0003331 
Iteration 300/50000, Fitting loss:  0.0003261 
Iteration 350/50000, Fitting loss:  0.0003007 
Iteration 400/50000, Fitting loss:  0.0002768 
Iteration 450/50000, Fitting loss:  0.0003293 
Iteration 500/50000, Fitting loss:  0.0002793 
Iteration 550/50000, Fitting loss:  0.0003928 Grid loss:  0.0000365 
Iteration 600/50000, Fitting loss:  0.0004415 Grid loss:  0.0000356 
Iteration 650/50000, Fitting loss:  0.0004952 Grid loss:  0.0000348 
Iteration 700/50000, Fitting loss:  0.0004031 Grid loss:  0.0000336 
Iteration 750/50000, Fitting loss:  0.0004196 Grid loss:  0.0000329 
Iteration 800/50000, Fitting loss:  0.0004096 Grid loss:  0.0000318 
Iteration 850/50000, Fitting loss:  0.0004206 Grid loss:  0.0000319 
Iteration 900/50000, Fitting loss:  0.0004005 Grid loss:  0.0000301 
Iteration 950/50000, Fitting loss:  0.0003598 Grid loss:  0.0000293 
Iteration 1000/50000, Fitting loss:  0.0003629 Grid loss:  0.0000288 
Iteration 1050/50000, Fitting loss:  0.0003209 Grid loss:  0.0000274 
Iteration 1100/50000, Fitting loss:  0.0003349 Grid loss:  0.0000272 
Iteration 1150/50000, Fitting loss:  0.0003328 Grid loss:  0.0000265 
Iteration 1200/50000, Fitting loss:  0.0003109 Grid loss:  0.0000260 
Iteration 1250/50000, Fitting loss:  0.0003692 Grid loss:  0.0000256 
Iteration 1300/50000, Fitting loss:  0.0004151 Grid loss:  0.0000261 
Iteration 1350/50000, Fitting loss:  0.0003453 Grid loss:  0.0000246 
