Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  4.5051
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=32, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\asteroid_medium_1
Iteration 0/50000, Fitting loss:  0.0460840 
Iteration 50/50000, Fitting loss:  0.0006316 
Iteration 100/50000, Fitting loss:  0.0004371 
Iteration 150/50000, Fitting loss:  0.0003140 
Iteration 200/50000, Fitting loss:  0.0003064 
Iteration 250/50000, Fitting loss:  0.0002858 
Iteration 300/50000, Fitting loss:  0.0002766 
Iteration 350/50000, Fitting loss:  0.0002581 
Iteration 400/50000, Fitting loss:  0.0002435 
Iteration 450/50000, Fitting loss:  0.0002473 
Iteration 500/50000, Fitting loss:  0.0002550 
Iteration 550/50000, Fitting loss:  0.0005099 Grid loss:  0.0000352 
Iteration 600/50000, Fitting loss:  0.0004523 Grid loss:  0.0000356 
Iteration 650/50000, Fitting loss:  0.0004579 Grid loss:  0.0000344 
Iteration 700/50000, Fitting loss:  0.0004906 Grid loss:  0.0000328 
Iteration 750/50000, Fitting loss:  0.0004305 Grid loss:  0.0000321 
Iteration 800/50000, Fitting loss:  0.0004104 Grid loss:  0.0000316 
Iteration 850/50000, Fitting loss:  0.0004103 Grid loss:  0.0000310 
Iteration 900/50000, Fitting loss:  0.0004243 Grid loss:  0.0000300 
Iteration 950/50000, Fitting loss:  0.0003787 Grid loss:  0.0000293 
Iteration 1000/50000, Fitting loss:  0.0003509 Grid loss:  0.0000284 
Iteration 1050/50000, Fitting loss:  0.0003635 Grid loss:  0.0000276 
Iteration 1100/50000, Fitting loss:  0.0003480 Grid loss:  0.0000264 
Iteration 1150/50000, Fitting loss:  0.0003520 Grid loss:  0.0000263 
Iteration 1200/50000, Fitting loss:  0.0003495 Grid loss:  0.0000251 
Iteration 1250/50000, Fitting loss:  0.0003421 Grid loss:  0.0000254 
Iteration 1300/50000, Fitting loss:  0.0003483 Grid loss:  0.0000241 
Iteration 1350/50000, Fitting loss:  0.0003659 Grid loss:  0.0000244 
Iteration 1400/50000, Fitting loss:  0.0003193 Grid loss:  0.0000230 
Iteration 1450/50000, Fitting loss:  0.0003398 Grid loss:  0.0000228 
Iteration 1500/50000, Fitting loss:  0.0003716 Grid loss:  0.0000235 
Iteration 1550/50000, Fitting loss:  0.0003019 Grid loss:  0.0000219 
Iteration 1600/50000, Fitting loss:  0.0003103 Grid loss:  0.0000224 
Iteration 1650/50000, Fitting loss:  0.0003156 Grid loss:  0.0000222 
Iteration 1700/50000, Fitting loss:  0.0002854 Grid loss:  0.0000213 
Iteration 1750/50000, Fitting loss:  0.0002507 Grid loss:  0.0000212 
Iteration 1800/50000, Fitting loss:  0.0004418 Grid loss:  0.0000212 
Iteration 1850/50000, Fitting loss:  0.0002810 Grid loss:  0.0000205 
Iteration 1900/50000, Fitting loss:  0.0002820 Grid loss:  0.0000202 
Iteration 1950/50000, Fitting loss:  0.0002554 Grid loss:  0.0000202 
Iteration 2000/50000, Fitting loss:  0.0002753 Grid loss:  0.0000210 
Iteration 2050/50000, Fitting loss:  0.0002982 Grid loss:  0.0000207 
Iteration 2100/50000, Fitting loss:  0.0002602 Grid loss:  0.0000201 
Iteration 2150/50000, Fitting loss:  0.0002344 Grid loss:  0.0000189 
Iteration 2200/50000, Fitting loss:  0.0002891 Grid loss:  0.0000184 
Iteration 2250/50000, Fitting loss:  0.0002938 Grid loss:  0.0000194 
Iteration 2300/50000, Fitting loss:  0.0003636 Grid loss:  0.0000198 
Iteration 2350/50000, Fitting loss:  0.0003200 Grid loss:  0.0000185 
Iteration 2400/50000, Fitting loss:  0.0002610 Grid loss:  0.0000184 
Iteration 2450/50000, Fitting loss:  0.0003275 Grid loss:  0.0000178 
Iteration 2500/50000, Fitting loss:  0.0003975 Grid loss:  0.0000208 
Iteration 2550/50000, Fitting loss:  0.0005411 Grid loss:  0.0000207 
Iteration 2600/50000, Fitting loss:  0.0003759 Grid loss:  0.0000180 
Iteration 2650/50000, Fitting loss:  0.0003013 Grid loss:  0.0000176 
Iteration 2700/50000, Fitting loss:  0.0002973 Grid loss:  0.0000182 
Iteration 2750/50000, Fitting loss:  0.0003440 Grid loss:  0.0000175 
Iteration 2800/50000, Fitting loss:  0.0004126 Grid loss:  0.0000188 
Iteration 2850/50000, Fitting loss:  0.0003547 Grid loss:  0.0000159 
Iteration 2900/50000, Fitting loss:  0.0002742 Grid loss:  0.0000172 
Iteration 2950/50000, Fitting loss:  0.0003448 Grid loss:  0.0000181 
Iteration 3000/50000, Fitting loss:  0.0004057 Grid loss:  0.0000194 
Iteration 3050/50000, Fitting loss:  0.0003687 Grid loss:  0.0000184 
Iteration 3100/50000, Fitting loss:  0.0003388 Grid loss:  0.0000167 
Iteration 3150/50000, Fitting loss:  0.0004021 Grid loss:  0.0000180 
Iteration 3200/50000, Fitting loss:  0.0003506 Grid loss:  0.0000185 
Iteration 3250/50000, Fitting loss:  0.0003569 Grid loss:  0.0000166 
Iteration 3300/50000, Fitting loss:  0.0003271 Grid loss:  0.0000174 
Epoch 02844: reducing learning rate of group 0 to 5.0000e-04.
Epoch 02844: reducing learning rate of group 1 to 5.0000e-04.
Epoch 02844: reducing learning rate of group 2 to 5.0000e-04.
Iteration 3350/50000, Fitting loss:  0.0003060 Grid loss:  0.0000179 
Iteration 3400/50000, Fitting loss:  0.0002691 Grid loss:  0.0000180 
Iteration 3450/50000, Fitting loss:  0.0002343 Grid loss:  0.0000171 
Iteration 3500/50000, Fitting loss:  0.0002151 Grid loss:  0.0000173 
Iteration 3550/50000, Fitting loss:  0.0004311 Grid loss:  0.0000155 
Iteration 3600/50000, Fitting loss:  0.0002534 Grid loss:  0.0000162 
Iteration 3650/50000, Fitting loss:  0.0001881 Grid loss:  0.0000168 
Iteration 3700/50000, Fitting loss:  0.0002270 Grid loss:  0.0000169 
Iteration 3750/50000, Fitting loss:  0.0002400 Grid loss:  0.0000162 
Iteration 3800/50000, Fitting loss:  0.0002598 Grid loss:  0.0000157 
Iteration 3850/50000, Fitting loss:  0.0002326 Grid loss:  0.0000166 
Iteration 3900/50000, Fitting loss:  0.0002429 Grid loss:  0.0000158 
Iteration 3950/50000, Fitting loss:  0.0002159 Grid loss:  0.0000169 
Iteration 4000/50000, Fitting loss:  0.0002049 Grid loss:  0.0000166 
Iteration 4050/50000, Fitting loss:  0.0002169 Grid loss:  0.0000164 
Iteration 4100/50000, Fitting loss:  0.0002277 Grid loss:  0.0000165 
Iteration 4150/50000, Fitting loss:  0.0002109 Grid loss:  0.0000173 
Iteration 4200/50000, Fitting loss:  0.0002290 Grid loss:  0.0000171 
Iteration 4250/50000, Fitting loss:  0.0001940 Grid loss:  0.0000166 
Epoch 03762: reducing learning rate of group 0 to 2.5000e-04.
Epoch 03762: reducing learning rate of group 1 to 2.5000e-04.
Epoch 03762: reducing learning rate of group 2 to 2.5000e-04.
Iteration 4300/50000, Fitting loss:  0.0001915 Grid loss:  0.0000177 
Iteration 4350/50000, Fitting loss:  0.0001790 Grid loss:  0.0000164 
Iteration 4400/50000, Fitting loss:  0.0001850 Grid loss:  0.0000178 
Iteration 4450/50000, Fitting loss:  0.0001580 Grid loss:  0.0000165 
Iteration 4500/50000, Fitting loss:  0.0001846 Grid loss:  0.0000167 
Iteration 4550/50000, Fitting loss:  0.0001727 Grid loss:  0.0000168 
Iteration 4600/50000, Fitting loss:  0.0001534 Grid loss:  0.0000172 
Iteration 4650/50000, Fitting loss:  0.0001900 Grid loss:  0.0000181 
Iteration 4700/50000, Fitting loss:  0.0001648 Grid loss:  0.0000161 
Iteration 4750/50000, Fitting loss:  0.0002561 Grid loss:  0.0000159 
Iteration 4800/50000, Fitting loss:  0.0001831 Grid loss:  0.0000162 
Iteration 4850/50000, Fitting loss:  0.0002231 Grid loss:  0.0000182 
Iteration 4900/50000, Fitting loss:  0.0001457 Grid loss:  0.0000171 
Iteration 4950/50000, Fitting loss:  0.0001506 Grid loss:  0.0000160 
Iteration 5000/50000, Fitting loss:  0.0001512 Grid loss:  0.0000166 
Iteration 5050/50000, Fitting loss:  0.0001645 Grid loss:  0.0000171 
Iteration 5100/50000, Fitting loss:  0.0001698 Grid loss:  0.0000164 
Iteration 5150/50000, Fitting loss:  0.0001349 Grid loss:  0.0000163 
Iteration 5200/50000, Fitting loss:  0.0001626 Grid loss:  0.0000162 
Epoch 04728: reducing learning rate of group 0 to 1.2500e-04.
Epoch 04728: reducing learning rate of group 1 to 1.2500e-04.
Epoch 04728: reducing learning rate of group 2 to 1.2500e-04.
Iteration 5250/50000, Fitting loss:  0.0001482 Grid loss:  0.0000164 
Iteration 5300/50000, Fitting loss:  0.0001343 Grid loss:  0.0000169 
Iteration 5350/50000, Fitting loss:  0.0001320 Grid loss:  0.0000162 
Iteration 5400/50000, Fitting loss:  0.0001497 Grid loss:  0.0000173 
Iteration 5450/50000, Fitting loss:  0.0001329 Grid loss:  0.0000167 
Iteration 5500/50000, Fitting loss:  0.0001289 Grid loss:  0.0000172 
Iteration 5550/50000, Fitting loss:  0.0001355 Grid loss:  0.0000169 
Iteration 5600/50000, Fitting loss:  0.0001215 Grid loss:  0.0000167 
Iteration 5650/50000, Fitting loss:  0.0001248 Grid loss:  0.0000176 
Iteration 5700/50000, Fitting loss:  0.0001247 Grid loss:  0.0000157 
Iteration 5750/50000, Fitting loss:  0.0001344 Grid loss:  0.0000163 
Iteration 5800/50000, Fitting loss:  0.0001327 Grid loss:  0.0000168 
Iteration 5850/50000, Fitting loss:  0.0001197 Grid loss:  0.0000167 
Iteration 5900/50000, Fitting loss:  0.0001284 Grid loss:  0.0000166 
Iteration 5950/50000, Fitting loss:  0.0001181 Grid loss:  0.0000167 
Epoch 05479: reducing learning rate of group 0 to 6.2500e-05.
Epoch 05479: reducing learning rate of group 1 to 6.2500e-05.
Epoch 05479: reducing learning rate of group 2 to 6.2500e-05.
Iteration 6000/50000, Fitting loss:  0.0001268 Grid loss:  0.0000167 
Iteration 6050/50000, Fitting loss:  0.0001143 Grid loss:  0.0000168 
Iteration 6100/50000, Fitting loss:  0.0001063 Grid loss:  0.0000167 
Iteration 6150/50000, Fitting loss:  0.0001055 Grid loss:  0.0000170 
Iteration 6200/50000, Fitting loss:  0.0001095 Grid loss:  0.0000166 
Iteration 6250/50000, Fitting loss:  0.0001153 Grid loss:  0.0000170 
Iteration 6300/50000, Fitting loss:  0.0001227 Grid loss:  0.0000161 
Iteration 6350/50000, Fitting loss:  0.0001099 Grid loss:  0.0000168 
Iteration 6400/50000, Fitting loss:  0.0001080 Grid loss:  0.0000167 
Iteration 6450/50000, Fitting loss:  0.0001053 Grid loss:  0.0000167 
Iteration 6500/50000, Fitting loss:  0.0000999 Grid loss:  0.0000159 
Iteration 6550/50000, Fitting loss:  0.0001124 Grid loss:  0.0000175 
Iteration 6600/50000, Fitting loss:  0.0001067 Grid loss:  0.0000167 
Iteration 6650/50000, Fitting loss:  0.0001017 Grid loss:  0.0000165 
Iteration 6700/50000, Fitting loss:  0.0001023 Grid loss:  0.0000170 
Epoch 06230: reducing learning rate of group 0 to 3.1250e-05.
Epoch 06230: reducing learning rate of group 1 to 3.1250e-05.
Epoch 06230: reducing learning rate of group 2 to 3.1250e-05.
Iteration 6750/50000, Fitting loss:  0.0001001 Grid loss:  0.0000166 
Iteration 6800/50000, Fitting loss:  0.0000984 Grid loss:  0.0000162 
Iteration 6850/50000, Fitting loss:  0.0001122 Grid loss:  0.0000172 
Iteration 6900/50000, Fitting loss:  0.0001030 Grid loss:  0.0000165 
Iteration 6950/50000, Fitting loss:  0.0000903 Grid loss:  0.0000164 
Iteration 7000/50000, Fitting loss:  0.0000964 Grid loss:  0.0000164 
Iteration 7050/50000, Fitting loss:  0.0000976 Grid loss:  0.0000167 
Iteration 7100/50000, Fitting loss:  0.0000917 Grid loss:  0.0000167 
Iteration 7150/50000, Fitting loss:  0.0000939 Grid loss:  0.0000160 
Iteration 7200/50000, Fitting loss:  0.0001015 Grid loss:  0.0000171 
Iteration 7250/50000, Fitting loss:  0.0000973 Grid loss:  0.0000165 
Iteration 7300/50000, Fitting loss:  0.0000960 Grid loss:  0.0000165 
Iteration 7350/50000, Fitting loss:  0.0000979 Grid loss:  0.0000174 
Iteration 7400/50000, Fitting loss:  0.0000813 Grid loss:  0.0000163 
Iteration 7450/50000, Fitting loss:  0.0000859 Grid loss:  0.0000165 
Epoch 06981: reducing learning rate of group 0 to 1.5625e-05.
Epoch 06981: reducing learning rate of group 1 to 1.5625e-05.
Epoch 06981: reducing learning rate of group 2 to 1.5625e-05.
Grid has converged. Setting early stopping flag.
Iteration 7500/50000, Fitting loss:  0.0000845 
Iteration 7550/50000, Fitting loss:  0.0000840 
Iteration 7600/50000, Fitting loss:  0.0000949 
Iteration 7650/50000, Fitting loss:  0.0000959 
Iteration 7700/50000, Fitting loss:  0.0000908 
Iteration 7750/50000, Fitting loss:  0.0000851 
Iteration 7800/50000, Fitting loss:  0.0000847 
