Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.8040
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=64, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\asteroid_medium_6
Iteration 0/50000, Fitting loss:  0.0460854 
Iteration 50/50000, Fitting loss:  0.0005930 
Iteration 100/50000, Fitting loss:  0.0004345 
Iteration 150/50000, Fitting loss:  0.0003637 
Iteration 200/50000, Fitting loss:  0.0003383 
Iteration 250/50000, Fitting loss:  0.0003261 
Iteration 300/50000, Fitting loss:  0.0003038 
Iteration 350/50000, Fitting loss:  0.0002918 
Iteration 400/50000, Fitting loss:  0.0002725 
Iteration 450/50000, Fitting loss:  0.0002644 
Iteration 500/50000, Fitting loss:  0.0002874 
Iteration 550/50000, Fitting loss:  0.0004253 Grid loss:  0.0000360 
Iteration 600/50000, Fitting loss:  0.0004601 Grid loss:  0.0000353 
Iteration 650/50000, Fitting loss:  0.0004489 Grid loss:  0.0000345 
Iteration 700/50000, Fitting loss:  0.0004084 Grid loss:  0.0000336 
Iteration 750/50000, Fitting loss:  0.0004313 Grid loss:  0.0000323 
Iteration 800/50000, Fitting loss:  0.0003798 Grid loss:  0.0000319 
Iteration 850/50000, Fitting loss:  0.0004287 Grid loss:  0.0000316 
Iteration 900/50000, Fitting loss:  0.0004258 Grid loss:  0.0000303 
Iteration 950/50000, Fitting loss:  0.0003551 Grid loss:  0.0000292 
Iteration 1000/50000, Fitting loss:  0.0003501 Grid loss:  0.0000285 
Iteration 1050/50000, Fitting loss:  0.0003313 Grid loss:  0.0000276 
Iteration 1100/50000, Fitting loss:  0.0003458 Grid loss:  0.0000270 
Iteration 1150/50000, Fitting loss:  0.0003432 Grid loss:  0.0000267 
Iteration 1200/50000, Fitting loss:  0.0003475 Grid loss:  0.0000265 
Iteration 1250/50000, Fitting loss:  0.0003275 Grid loss:  0.0000256 
Iteration 1300/50000, Fitting loss:  0.0002963 Grid loss:  0.0000242 
Iteration 1350/50000, Fitting loss:  0.0003135 Grid loss:  0.0000241 
Iteration 1400/50000, Fitting loss:  0.0003067 Grid loss:  0.0000231 
Iteration 1450/50000, Fitting loss:  0.0002996 Grid loss:  0.0000230 
Iteration 1500/50000, Fitting loss:  0.0003126 Grid loss:  0.0000230 
Iteration 1550/50000, Fitting loss:  0.0002978 Grid loss:  0.0000217 
Iteration 1600/50000, Fitting loss:  0.0002893 Grid loss:  0.0000216 
Iteration 1650/50000, Fitting loss:  0.0002597 Grid loss:  0.0000213 
Iteration 1700/50000, Fitting loss:  0.0003083 Grid loss:  0.0000222 
Iteration 1750/50000, Fitting loss:  0.0002584 Grid loss:  0.0000212 
Iteration 1800/50000, Fitting loss:  0.0002731 Grid loss:  0.0000204 
Iteration 1850/50000, Fitting loss:  0.0002996 Grid loss:  0.0000201 
Iteration 1900/50000, Fitting loss:  0.0002641 Grid loss:  0.0000198 
Iteration 1950/50000, Fitting loss:  0.0002591 Grid loss:  0.0000197 
Iteration 2000/50000, Fitting loss:  0.0002350 Grid loss:  0.0000197 
Iteration 2050/50000, Fitting loss:  0.0002557 Grid loss:  0.0000198 
Iteration 2100/50000, Fitting loss:  0.0002721 Grid loss:  0.0000190 
Iteration 2150/50000, Fitting loss:  0.0002889 Grid loss:  0.0000204 
Iteration 2200/50000, Fitting loss:  0.0004200 Grid loss:  0.0000229 
Iteration 2250/50000, Fitting loss:  0.0003410 Grid loss:  0.0000183 
Iteration 2300/50000, Fitting loss:  0.0003782 Grid loss:  0.0000196 
Iteration 2350/50000, Fitting loss:  0.0003682 Grid loss:  0.0000204 
Iteration 2400/50000, Fitting loss:  0.0003814 Grid loss:  0.0000178 
Iteration 2450/50000, Fitting loss:  0.0002759 Grid loss:  0.0000185 
Iteration 2500/50000, Fitting loss:  0.0003708 Grid loss:  0.0000181 
Iteration 2550/50000, Fitting loss:  0.0003161 Grid loss:  0.0000177 
Iteration 2600/50000, Fitting loss:  0.0003894 Grid loss:  0.0000167 
Iteration 2650/50000, Fitting loss:  0.0003674 Grid loss:  0.0000197 
