Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.8123
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=64, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\asteroid_medium_7
Iteration 0/50000, Fitting loss:  0.0460855 
Iteration 50/50000, Fitting loss:  0.0006692 
Iteration 100/50000, Fitting loss:  0.0004355 
Iteration 150/50000, Fitting loss:  0.0003565 
Iteration 200/50000, Fitting loss:  0.0003381 
Iteration 250/50000, Fitting loss:  0.0003227 
Iteration 300/50000, Fitting loss:  0.0003050 
Iteration 350/50000, Fitting loss:  0.0002911 
Iteration 400/50000, Fitting loss:  0.0002693 
Iteration 450/50000, Fitting loss:  0.0002682 
Iteration 500/50000, Fitting loss:  0.0002760 
Iteration 550/50000, Fitting loss:  0.0004159 Grid loss:  0.0000370 
Iteration 600/50000, Fitting loss:  0.0004566 Grid loss:  0.0000360 
Iteration 650/50000, Fitting loss:  0.0004565 Grid loss:  0.0000348 
Iteration 700/50000, Fitting loss:  0.0004206 Grid loss:  0.0000337 
Iteration 750/50000, Fitting loss:  0.0004206 Grid loss:  0.0000324 
Iteration 800/50000, Fitting loss:  0.0003815 Grid loss:  0.0000316 
Iteration 850/50000, Fitting loss:  0.0004261 Grid loss:  0.0000315 
Iteration 900/50000, Fitting loss:  0.0003967 Grid loss:  0.0000300 
Iteration 950/50000, Fitting loss:  0.0003694 Grid loss:  0.0000291 
Iteration 1000/50000, Fitting loss:  0.0003394 Grid loss:  0.0000283 
Iteration 1050/50000, Fitting loss:  0.0003272 Grid loss:  0.0000273 
Iteration 1100/50000, Fitting loss:  0.0003473 Grid loss:  0.0000269 
Iteration 1150/50000, Fitting loss:  0.0003728 Grid loss:  0.0000260 
Iteration 1200/50000, Fitting loss:  0.0003395 Grid loss:  0.0000256 
Iteration 1250/50000, Fitting loss:  0.0003553 Grid loss:  0.0000256 
Iteration 1300/50000, Fitting loss:  0.0003167 Grid loss:  0.0000244 
Iteration 1350/50000, Fitting loss:  0.0002945 Grid loss:  0.0000233 
Iteration 1400/50000, Fitting loss:  0.0003145 Grid loss:  0.0000232 
Iteration 1450/50000, Fitting loss:  0.0003079 Grid loss:  0.0000232 
Iteration 1500/50000, Fitting loss:  0.0003084 Grid loss:  0.0000217 
Iteration 1550/50000, Fitting loss:  0.0002990 Grid loss:  0.0000223 
Iteration 1600/50000, Fitting loss:  0.0002839 Grid loss:  0.0000216 
Iteration 1650/50000, Fitting loss:  0.0002830 Grid loss:  0.0000217 
Iteration 1700/50000, Fitting loss:  0.0003534 Grid loss:  0.0000226 
Iteration 1750/50000, Fitting loss:  0.0003199 Grid loss:  0.0000205 
Iteration 1800/50000, Fitting loss:  0.0002771 Grid loss:  0.0000206 
Iteration 1850/50000, Fitting loss:  0.0002708 Grid loss:  0.0000209 
Iteration 1900/50000, Fitting loss:  0.0003056 Grid loss:  0.0000208 
Iteration 1950/50000, Fitting loss:  0.0002624 Grid loss:  0.0000191 
Iteration 2000/50000, Fitting loss:  0.0002467 Grid loss:  0.0000211 
Iteration 2050/50000, Fitting loss:  0.0002644 Grid loss:  0.0000206 
Iteration 2100/50000, Fitting loss:  0.0002331 Grid loss:  0.0000188 
Iteration 2150/50000, Fitting loss:  0.0002256 Grid loss:  0.0000202 
Iteration 2200/50000, Fitting loss:  0.0003012 Grid loss:  0.0000187 
Iteration 2250/50000, Fitting loss:  0.0002982 Grid loss:  0.0000195 
Iteration 2300/50000, Fitting loss:  0.0002480 Grid loss:  0.0000181 
Iteration 2350/50000, Fitting loss:  0.0002773 Grid loss:  0.0000180 
Iteration 2400/50000, Fitting loss:  0.0002808 Grid loss:  0.0000175 
Iteration 2450/50000, Fitting loss:  0.0002143 Grid loss:  0.0000173 
Iteration 2500/50000, Fitting loss:  0.0003389 Grid loss:  0.0000192 
Iteration 2550/50000, Fitting loss:  0.0002394 Grid loss:  0.0000189 
Iteration 2600/50000, Fitting loss:  0.0002825 Grid loss:  0.0000178 
Iteration 2650/50000, Fitting loss:  0.0003710 Grid loss:  0.0000192 
Iteration 2700/50000, Fitting loss:  0.0002822 Grid loss:  0.0000179 
Iteration 2750/50000, Fitting loss:  0.0003100 Grid loss:  0.0000181 
Iteration 2800/50000, Fitting loss:  0.0003116 Grid loss:  0.0000170 
Iteration 2850/50000, Fitting loss:  0.0003313 Grid loss:  0.0000170 
