Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.9194
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=64, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\asteroid_large_3
Iteration 0/50000, Fitting loss:  0.0460855 
Iteration 50/50000, Fitting loss:  0.0006200 
Iteration 100/50000, Fitting loss:  0.0003408 
Iteration 150/50000, Fitting loss:  0.0002645 
Iteration 200/50000, Fitting loss:  0.0002373 
Iteration 250/50000, Fitting loss:  0.0002199 
Iteration 300/50000, Fitting loss:  0.0002183 
Iteration 350/50000, Fitting loss:  0.0002138 
Iteration 400/50000, Fitting loss:  0.0001950 
Iteration 450/50000, Fitting loss:  0.0002090 
Iteration 500/50000, Fitting loss:  0.0002498 
Iteration 550/50000, Fitting loss:  0.0004607 Grid loss:  0.0000354 
Iteration 600/50000, Fitting loss:  0.0004091 Grid loss:  0.0000357 
Iteration 650/50000, Fitting loss:  0.0004681 Grid loss:  0.0000349 
Iteration 700/50000, Fitting loss:  0.0004048 Grid loss:  0.0000337 
Iteration 750/50000, Fitting loss:  0.0004564 Grid loss:  0.0000339 
Iteration 800/50000, Fitting loss:  0.0003917 Grid loss:  0.0000332 
Iteration 850/50000, Fitting loss:  0.0004009 Grid loss:  0.0000326 
Iteration 900/50000, Fitting loss:  0.0004165 Grid loss:  0.0000318 
Iteration 950/50000, Fitting loss:  0.0003677 Grid loss:  0.0000306 
Iteration 1000/50000, Fitting loss:  0.0003632 Grid loss:  0.0000296 
Iteration 1050/50000, Fitting loss:  0.0003685 Grid loss:  0.0000291 
Iteration 1100/50000, Fitting loss:  0.0003705 Grid loss:  0.0000290 
Iteration 1150/50000, Fitting loss:  0.0003555 Grid loss:  0.0000289 
Iteration 1200/50000, Fitting loss:  0.0003864 Grid loss:  0.0000273 
Iteration 1250/50000, Fitting loss:  0.0003913 Grid loss:  0.0000272 
Iteration 1300/50000, Fitting loss:  0.0003724 Grid loss:  0.0000270 
Iteration 1350/50000, Fitting loss:  0.0003730 Grid loss:  0.0000259 
Iteration 1400/50000, Fitting loss:  0.0003512 Grid loss:  0.0000251 
Iteration 1450/50000, Fitting loss:  0.0003721 Grid loss:  0.0000249 
Iteration 1500/50000, Fitting loss:  0.0003408 Grid loss:  0.0000254 
Iteration 1550/50000, Fitting loss:  0.0003645 Grid loss:  0.0000245 
Iteration 1600/50000, Fitting loss:  0.0003763 Grid loss:  0.0000249 
Iteration 1650/50000, Fitting loss:  0.0003138 Grid loss:  0.0000241 
Iteration 1700/50000, Fitting loss:  0.0003463 Grid loss:  0.0000227 
Iteration 1750/50000, Fitting loss:  0.0004198 Grid loss:  0.0000224 
Iteration 1800/50000, Fitting loss:  0.0003373 Grid loss:  0.0000229 
Iteration 1850/50000, Fitting loss:  0.0003654 Grid loss:  0.0000239 
Iteration 1900/50000, Fitting loss:  0.0003702 Grid loss:  0.0000224 
Iteration 1950/50000, Fitting loss:  0.0003423 Grid loss:  0.0000226 
