Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.8523
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=8, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\64_64_64res_1feats
Iteration 0/50000, Fitting loss:  0.0377507 
Iteration 50/50000, Fitting loss:  0.0013862 
Iteration 100/50000, Fitting loss:  0.0007681 
Iteration 150/50000, Fitting loss:  0.0007498 
Iteration 200/50000, Fitting loss:  0.0005188 
Iteration 250/50000, Fitting loss:  0.0004334 
Iteration 300/50000, Fitting loss:  0.0006464 
Iteration 350/50000, Fitting loss:  0.0003466 
Iteration 400/50000, Fitting loss:  0.0003314 
Iteration 450/50000, Fitting loss:  0.0004737 
Iteration 500/50000, Fitting loss:  0.0003227 
Iteration 550/50000, Fitting loss:  0.0005159 Grid loss:  0.0000376 
Iteration 600/50000, Fitting loss:  0.0003669 Grid loss:  0.0000376 
Iteration 650/50000, Fitting loss:  0.0004852 Grid loss:  0.0000365 
Iteration 700/50000, Fitting loss:  0.0005697 Grid loss:  0.0000356 
Iteration 750/50000, Fitting loss:  0.0005538 Grid loss:  0.0000351 
Iteration 800/50000, Fitting loss:  0.0005015 Grid loss:  0.0000342 
Iteration 850/50000, Fitting loss:  0.0005176 Grid loss:  0.0000338 
Iteration 900/50000, Fitting loss:  0.0005227 Grid loss:  0.0000324 
Iteration 950/50000, Fitting loss:  0.0004667 Grid loss:  0.0000320 
Iteration 1000/50000, Fitting loss:  0.0004938 Grid loss:  0.0000311 
Iteration 1050/50000, Fitting loss:  0.0004484 Grid loss:  0.0000303 
Iteration 1100/50000, Fitting loss:  0.0005200 Grid loss:  0.0000298 
Iteration 1150/50000, Fitting loss:  0.0004441 Grid loss:  0.0000292 
Iteration 1200/50000, Fitting loss:  0.0004487 Grid loss:  0.0000290 
Iteration 1250/50000, Fitting loss:  0.0004651 Grid loss:  0.0000279 
Iteration 1300/50000, Fitting loss:  0.0006378 Grid loss:  0.0000272 
Iteration 1350/50000, Fitting loss:  0.0005135 Grid loss:  0.0000265 
Iteration 1400/50000, Fitting loss:  0.0004852 Grid loss:  0.0000258 
Iteration 1450/50000, Fitting loss:  0.0004991 Grid loss:  0.0000249 
Iteration 1500/50000, Fitting loss:  0.0004581 Grid loss:  0.0000252 
Iteration 1550/50000, Fitting loss:  0.0004625 Grid loss:  0.0000249 
Iteration 1600/50000, Fitting loss:  0.0006289 Grid loss:  0.0000235 
Iteration 1650/50000, Fitting loss:  0.0004832 Grid loss:  0.0000240 
Iteration 1700/50000, Fitting loss:  0.0004787 Grid loss:  0.0000231 
Iteration 1750/50000, Fitting loss:  0.0004831 Grid loss:  0.0000224 
Iteration 1800/50000, Fitting loss:  0.0004423 Grid loss:  0.0000222 
Iteration 1850/50000, Fitting loss:  0.0005255 Grid loss:  0.0000222 
Iteration 1900/50000, Fitting loss:  0.0005109 Grid loss:  0.0000227 
Iteration 1950/50000, Fitting loss:  0.0004221 Grid loss:  0.0000218 
Iteration 2000/50000, Fitting loss:  0.0004516 Grid loss:  0.0000215 
Iteration 2050/50000, Fitting loss:  0.0004554 Grid loss:  0.0000216 
Iteration 2100/50000, Fitting loss:  0.0004654 Grid loss:  0.0000219 
Iteration 2150/50000, Fitting loss:  0.0003902 Grid loss:  0.0000213 
Iteration 2200/50000, Fitting loss:  0.0003821 Grid loss:  0.0000208 
Iteration 2250/50000, Fitting loss:  0.0003528 Grid loss:  0.0000204 
Iteration 2300/50000, Fitting loss:  0.0006071 Grid loss:  0.0000203 
Iteration 2350/50000, Fitting loss:  0.0003831 Grid loss:  0.0000206 
Iteration 2400/50000, Fitting loss:  0.0003167 Grid loss:  0.0000193 
Iteration 2450/50000, Fitting loss:  0.0003286 Grid loss:  0.0000193 
Iteration 2500/50000, Fitting loss:  0.0003119 Grid loss:  0.0000200 
Iteration 2550/50000, Fitting loss:  0.0003296 Grid loss:  0.0000198 
