Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.7772
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=16, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\16feats_128grids
Iteration 0/50000, Fitting loss:  0.0460852 
Iteration 50/50000, Fitting loss:  0.0006919 
Iteration 100/50000, Fitting loss:  0.0004994 
Iteration 150/50000, Fitting loss:  0.0004642 
Iteration 200/50000, Fitting loss:  0.0004329 
Iteration 250/50000, Fitting loss:  0.0004316 
Iteration 300/50000, Fitting loss:  0.0004146 
Iteration 350/50000, Fitting loss:  0.0003892 
Iteration 400/50000, Fitting loss:  0.0003648 
Iteration 450/50000, Fitting loss:  0.0003523 
Iteration 500/50000, Fitting loss:  0.0003848 
Iteration 550/50000, Fitting loss:  0.0004245 Grid loss:  0.0000366 
Iteration 600/50000, Fitting loss:  0.0004938 Grid loss:  0.0000352 
Iteration 650/50000, Fitting loss:  0.0004549 Grid loss:  0.0000345 
Iteration 700/50000, Fitting loss:  0.0004160 Grid loss:  0.0000326 
Iteration 750/50000, Fitting loss:  0.0004338 Grid loss:  0.0000316 
Iteration 800/50000, Fitting loss:  0.0004070 Grid loss:  0.0000306 
Iteration 850/50000, Fitting loss:  0.0004264 Grid loss:  0.0000303 
Iteration 900/50000, Fitting loss:  0.0004025 Grid loss:  0.0000292 
Iteration 950/50000, Fitting loss:  0.0003701 Grid loss:  0.0000286 
Iteration 1000/50000, Fitting loss:  0.0003899 Grid loss:  0.0000285 
Iteration 1050/50000, Fitting loss:  0.0003464 Grid loss:  0.0000268 
Iteration 1100/50000, Fitting loss:  0.0003588 Grid loss:  0.0000266 
Iteration 1150/50000, Fitting loss:  0.0003657 Grid loss:  0.0000259 
