Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.9369
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=64, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\8grid_8feats
Iteration 0/50000, Fitting loss:  0.0460854 
Iteration 50/50000, Fitting loss:  0.0006492 
Iteration 100/50000, Fitting loss:  0.0004416 
Iteration 150/50000, Fitting loss:  0.0003516 
Iteration 200/50000, Fitting loss:  0.0003330 
Iteration 250/50000, Fitting loss:  0.0003102 
Iteration 300/50000, Fitting loss:  0.0002880 
Iteration 350/50000, Fitting loss:  0.0002666 
Iteration 400/50000, Fitting loss:  0.0002446 
Iteration 450/50000, Fitting loss:  0.0002484 
Iteration 500/50000, Fitting loss:  0.0002476 
Iteration 550/50000, Fitting loss:  0.0004192 Grid loss:  0.0000361 
Iteration 600/50000, Fitting loss:  0.0004200 Grid loss:  0.0000362 
Iteration 650/50000, Fitting loss:  0.0004117 Grid loss:  0.0000350 
Iteration 700/50000, Fitting loss:  0.0004038 Grid loss:  0.0000337 
Iteration 750/50000, Fitting loss:  0.0004583 Grid loss:  0.0000328 
Iteration 800/50000, Fitting loss:  0.0004040 Grid loss:  0.0000325 
Iteration 850/50000, Fitting loss:  0.0004247 Grid loss:  0.0000315 
Iteration 900/50000, Fitting loss:  0.0004037 Grid loss:  0.0000308 
Iteration 950/50000, Fitting loss:  0.0003909 Grid loss:  0.0000300 
Iteration 1000/50000, Fitting loss:  0.0003652 Grid loss:  0.0000292 
Iteration 1050/50000, Fitting loss:  0.0003557 Grid loss:  0.0000283 
Iteration 1100/50000, Fitting loss:  0.0003424 Grid loss:  0.0000276 
Iteration 1150/50000, Fitting loss:  0.0003431 Grid loss:  0.0000271 
Iteration 1200/50000, Fitting loss:  0.0003755 Grid loss:  0.0000268 
Iteration 1250/50000, Fitting loss:  0.0003143 Grid loss:  0.0000259 
Iteration 1300/50000, Fitting loss:  0.0003318 Grid loss:  0.0000250 
Iteration 1350/50000, Fitting loss:  0.0003131 Grid loss:  0.0000244 
Iteration 1400/50000, Fitting loss:  0.0003635 Grid loss:  0.0000238 
Iteration 1450/50000, Fitting loss:  0.0003230 Grid loss:  0.0000232 
Iteration 1500/50000, Fitting loss:  0.0003195 Grid loss:  0.0000234 
Iteration 1550/50000, Fitting loss:  0.0003241 Grid loss:  0.0000228 
Iteration 1600/50000, Fitting loss:  0.0002880 Grid loss:  0.0000228 
Iteration 1650/50000, Fitting loss:  0.0002733 Grid loss:  0.0000224 
Iteration 1700/50000, Fitting loss:  0.0002788 Grid loss:  0.0000221 
Iteration 1750/50000, Fitting loss:  0.0003294 Grid loss:  0.0000222 
Iteration 1800/50000, Fitting loss:  0.0002599 Grid loss:  0.0000212 
Iteration 1850/50000, Fitting loss:  0.0002548 Grid loss:  0.0000219 
Iteration 1900/50000, Fitting loss:  0.0002754 Grid loss:  0.0000212 
Iteration 1950/50000, Fitting loss:  0.0003269 Grid loss:  0.0000221 
Iteration 2000/50000, Fitting loss:  0.0002687 Grid loss:  0.0000202 
Iteration 2050/50000, Fitting loss:  0.0002311 Grid loss:  0.0000207 
Iteration 2100/50000, Fitting loss:  0.0002503 Grid loss:  0.0000205 
Iteration 2150/50000, Fitting loss:  0.0002534 Grid loss:  0.0000198 
Iteration 2200/50000, Fitting loss:  0.0003612 Grid loss:  0.0000200 
Iteration 2250/50000, Fitting loss:  0.0002473 Grid loss:  0.0000203 
Iteration 2300/50000, Fitting loss:  0.0002416 Grid loss:  0.0000194 
Iteration 2350/50000, Fitting loss:  0.0002888 Grid loss:  0.0000194 
Iteration 2400/50000, Fitting loss:  0.0003042 Grid loss:  0.0000193 
Iteration 2450/50000, Fitting loss:  0.0002131 Grid loss:  0.0000193 
Iteration 2500/50000, Fitting loss:  0.0002467 Grid loss:  0.0000195 
Iteration 2550/50000, Fitting loss:  0.0002639 Grid loss:  0.0000191 
Iteration 2600/50000, Fitting loss:  0.0002653 Grid loss:  0.0000179 
Iteration 2650/50000, Fitting loss:  0.0003019 Grid loss:  0.0000184 
Iteration 2700/50000, Fitting loss:  0.0002908 Grid loss:  0.0000184 
Iteration 2750/50000, Fitting loss:  0.0003002 Grid loss:  0.0000178 
Iteration 2800/50000, Fitting loss:  0.0003430 Grid loss:  0.0000178 
Iteration 2850/50000, Fitting loss:  0.0002578 Grid loss:  0.0000171 
Iteration 2900/50000, Fitting loss:  0.0003193 Grid loss:  0.0000163 
Iteration 2950/50000, Fitting loss:  0.0004262 Grid loss:  0.0000191 
Iteration 3000/50000, Fitting loss:  0.0003492 Grid loss:  0.0000164 
Iteration 3050/50000, Fitting loss:  0.0002767 Grid loss:  0.0000167 
Iteration 3100/50000, Fitting loss:  0.0002731 Grid loss:  0.0000170 
Iteration 3150/50000, Fitting loss:  0.0002224 Grid loss:  0.0000173 
Iteration 3200/50000, Fitting loss:  0.0002494 Grid loss:  0.0000163 
Iteration 3250/50000, Fitting loss:  0.0005632 Grid loss:  0.0000178 
Iteration 3300/50000, Fitting loss:  0.0004130 Grid loss:  0.0000158 
Iteration 3350/50000, Fitting loss:  0.0002835 Grid loss:  0.0000162 
Iteration 3400/50000, Fitting loss:  0.0003592 Grid loss:  0.0000159 
Iteration 3450/50000, Fitting loss:  0.0002941 Grid loss:  0.0000162 
Iteration 3500/50000, Fitting loss:  0.0002462 Grid loss:  0.0000166 
