Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.8270
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=16, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\51_51_51res_2feats
Iteration 0/50000, Fitting loss:  0.0460859 
Iteration 50/50000, Fitting loss:  0.0008674 
Iteration 100/50000, Fitting loss:  0.0005379 
Iteration 150/50000, Fitting loss:  0.0003395 
Iteration 200/50000, Fitting loss:  0.0002996 
Iteration 250/50000, Fitting loss:  0.0002712 
Iteration 300/50000, Fitting loss:  0.0002613 
Iteration 350/50000, Fitting loss:  0.0002466 
Iteration 400/50000, Fitting loss:  0.0002381 
Iteration 450/50000, Fitting loss:  0.0002172 
Iteration 500/50000, Fitting loss:  0.0002293 
Iteration 550/50000, Fitting loss:  0.0004763 Grid loss:  0.0000355 
Iteration 600/50000, Fitting loss:  0.0004244 Grid loss:  0.0000353 
Iteration 650/50000, Fitting loss:  0.0004666 Grid loss:  0.0000347 
Iteration 700/50000, Fitting loss:  0.0004573 Grid loss:  0.0000342 
Iteration 750/50000, Fitting loss:  0.0004607 Grid loss:  0.0000336 
Iteration 800/50000, Fitting loss:  0.0004074 Grid loss:  0.0000329 
Iteration 850/50000, Fitting loss:  0.0004642 Grid loss:  0.0000322 
Iteration 900/50000, Fitting loss:  0.0004831 Grid loss:  0.0000316 
Iteration 950/50000, Fitting loss:  0.0005168 Grid loss:  0.0000313 
Iteration 1000/50000, Fitting loss:  0.0004083 Grid loss:  0.0000302 
Iteration 1050/50000, Fitting loss:  0.0004156 Grid loss:  0.0000292 
