Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.8884
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=64, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\asteroid_medium_5
Iteration 0/50000, Fitting loss:  0.0460854 
Iteration 50/50000, Fitting loss:  0.0007215 
Iteration 100/50000, Fitting loss:  0.0004553 
Iteration 150/50000, Fitting loss:  0.0003651 
Iteration 200/50000, Fitting loss:  0.0003600 
Iteration 250/50000, Fitting loss:  0.0003321 
Iteration 300/50000, Fitting loss:  0.0003192 
Iteration 350/50000, Fitting loss:  0.0003024 
Iteration 400/50000, Fitting loss:  0.0002760 
Iteration 450/50000, Fitting loss:  0.0002806 
Iteration 500/50000, Fitting loss:  0.0003009 
Iteration 550/50000, Fitting loss:  0.0004307 Grid loss:  0.0000369 
Iteration 600/50000, Fitting loss:  0.0004931 Grid loss:  0.0000356 
Iteration 650/50000, Fitting loss:  0.0004771 Grid loss:  0.0000348 
Iteration 700/50000, Fitting loss:  0.0004338 Grid loss:  0.0000335 
Iteration 750/50000, Fitting loss:  0.0004969 Grid loss:  0.0000314 
Iteration 800/50000, Fitting loss:  0.0004074 Grid loss:  0.0000317 
Iteration 850/50000, Fitting loss:  0.0004328 Grid loss:  0.0000313 
Iteration 900/50000, Fitting loss:  0.0004261 Grid loss:  0.0000296 
Iteration 950/50000, Fitting loss:  0.0003640 Grid loss:  0.0000286 
Iteration 1000/50000, Fitting loss:  0.0003688 Grid loss:  0.0000281 
Iteration 1050/50000, Fitting loss:  0.0003669 Grid loss:  0.0000271 
Iteration 1100/50000, Fitting loss:  0.0003470 Grid loss:  0.0000273 
Iteration 1150/50000, Fitting loss:  0.0003787 Grid loss:  0.0000264 
Iteration 1200/50000, Fitting loss:  0.0003369 Grid loss:  0.0000256 
Iteration 1250/50000, Fitting loss:  0.0004406 Grid loss:  0.0000259 
Iteration 1300/50000, Fitting loss:  0.0003516 Grid loss:  0.0000235 
Iteration 1350/50000, Fitting loss:  0.0003444 Grid loss:  0.0000234 
Iteration 1400/50000, Fitting loss:  0.0003394 Grid loss:  0.0000224 
Iteration 1450/50000, Fitting loss:  0.0003357 Grid loss:  0.0000229 
Iteration 1500/50000, Fitting loss:  0.0003531 Grid loss:  0.0000231 
Iteration 1550/50000, Fitting loss:  0.0002936 Grid loss:  0.0000211 
Iteration 1600/50000, Fitting loss:  0.0002846 Grid loss:  0.0000211 
Iteration 1650/50000, Fitting loss:  0.0003422 Grid loss:  0.0000206 
Iteration 1700/50000, Fitting loss:  0.0002827 Grid loss:  0.0000218 
Iteration 1750/50000, Fitting loss:  0.0003235 Grid loss:  0.0000201 
Iteration 1800/50000, Fitting loss:  0.0002616 Grid loss:  0.0000203 
Iteration 1850/50000, Fitting loss:  0.0002728 Grid loss:  0.0000204 
Iteration 1900/50000, Fitting loss:  0.0003260 Grid loss:  0.0000206 
Iteration 1950/50000, Fitting loss:  0.0003146 Grid loss:  0.0000197 
Iteration 2000/50000, Fitting loss:  0.0002513 Grid loss:  0.0000192 
Iteration 2050/50000, Fitting loss:  0.0003133 Grid loss:  0.0000192 
Iteration 2100/50000, Fitting loss:  0.0004198 Grid loss:  0.0000219 
Iteration 2150/50000, Fitting loss:  0.0003139 Grid loss:  0.0000182 
Iteration 2200/50000, Fitting loss:  0.0002841 Grid loss:  0.0000186 
Iteration 2250/50000, Fitting loss:  0.0002875 Grid loss:  0.0000181 
Iteration 2300/50000, Fitting loss:  0.0003445 Grid loss:  0.0000173 
Iteration 2350/50000, Fitting loss:  0.0002733 Grid loss:  0.0000179 
Iteration 2400/50000, Fitting loss:  0.0002423 Grid loss:  0.0000180 
Iteration 2450/50000, Fitting loss:  0.0002457 Grid loss:  0.0000175 
Iteration 2500/50000, Fitting loss:  0.0003490 Grid loss:  0.0000170 
Iteration 2550/50000, Fitting loss:  0.0002888 Grid loss:  0.0000172 
Iteration 2600/50000, Fitting loss:  0.0003987 Grid loss:  0.0000169 
Iteration 2650/50000, Fitting loss:  0.0002912 Grid loss:  0.0000173 
Iteration 2700/50000, Fitting loss:  0.0002563 Grid loss:  0.0000174 
Iteration 2750/50000, Fitting loss:  0.0002623 Grid loss:  0.0000175 
Iteration 2800/50000, Fitting loss:  0.0002589 Grid loss:  0.0000172 
Iteration 2850/50000, Fitting loss:  0.0002857 Grid loss:  0.0000169 
Iteration 2900/50000, Fitting loss:  0.0002783 Grid loss:  0.0000166 
Iteration 2950/50000, Fitting loss:  0.0004118 Grid loss:  0.0000169 
Iteration 3000/50000, Fitting loss:  0.0002985 Grid loss:  0.0000174 
Iteration 3050/50000, Fitting loss:  0.0003929 Grid loss:  0.0000169 
Iteration 3100/50000, Fitting loss:  0.0003881 Grid loss:  0.0000156 
