Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.9950
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=8, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\8feats_128grids
Iteration 0/50000, Fitting loss:  0.0377509 
Iteration 50/50000, Fitting loss:  0.0009503 
Iteration 100/50000, Fitting loss:  0.0005839 
Iteration 150/50000, Fitting loss:  0.0004350 
Iteration 200/50000, Fitting loss:  0.0004360 
Iteration 250/50000, Fitting loss:  0.0004258 
Iteration 300/50000, Fitting loss:  0.0004069 
Iteration 350/50000, Fitting loss:  0.0004145 
Iteration 400/50000, Fitting loss:  0.0003947 
Iteration 450/50000, Fitting loss:  0.0004238 
Iteration 500/50000, Fitting loss:  0.0004003 
Iteration 550/50000, Fitting loss:  0.0004631 Grid loss:  0.0000367 
Iteration 600/50000, Fitting loss:  0.0005588 Grid loss:  0.0000353 
Iteration 650/50000, Fitting loss:  0.0005028 Grid loss:  0.0000343 
Iteration 700/50000, Fitting loss:  0.0004703 Grid loss:  0.0000334 
Iteration 750/50000, Fitting loss:  0.0005101 Grid loss:  0.0000319 
Iteration 800/50000, Fitting loss:  0.0004252 Grid loss:  0.0000316 
Iteration 850/50000, Fitting loss:  0.0004682 Grid loss:  0.0000311 
Iteration 900/50000, Fitting loss:  0.0004245 Grid loss:  0.0000293 
Iteration 950/50000, Fitting loss:  0.0003875 Grid loss:  0.0000290 
Iteration 1000/50000, Fitting loss:  0.0004324 Grid loss:  0.0000282 
Iteration 1050/50000, Fitting loss:  0.0003816 Grid loss:  0.0000269 
Iteration 1100/50000, Fitting loss:  0.0003697 Grid loss:  0.0000269 
Iteration 1150/50000, Fitting loss:  0.0003573 Grid loss:  0.0000261 
Iteration 1200/50000, Fitting loss:  0.0003939 Grid loss:  0.0000254 
Iteration 1250/50000, Fitting loss:  0.0003703 Grid loss:  0.0000249 
Iteration 1300/50000, Fitting loss:  0.0003282 Grid loss:  0.0000236 
Iteration 1350/50000, Fitting loss:  0.0003293 Grid loss:  0.0000236 
Iteration 1400/50000, Fitting loss:  0.0003261 Grid loss:  0.0000228 
Iteration 1450/50000, Fitting loss:  0.0003353 Grid loss:  0.0000223 
Iteration 1500/50000, Fitting loss:  0.0003252 Grid loss:  0.0000228 
Iteration 1550/50000, Fitting loss:  0.0003725 Grid loss:  0.0000220 
Iteration 1600/50000, Fitting loss:  0.0003426 Grid loss:  0.0000216 
Iteration 1650/50000, Fitting loss:  0.0003367 Grid loss:  0.0000223 
Iteration 1700/50000, Fitting loss:  0.0002772 Grid loss:  0.0000209 
Iteration 1750/50000, Fitting loss:  0.0003090 Grid loss:  0.0000199 
Iteration 1800/50000, Fitting loss:  0.0003175 Grid loss:  0.0000202 
Iteration 1850/50000, Fitting loss:  0.0002863 Grid loss:  0.0000198 
Iteration 1900/50000, Fitting loss:  0.0003147 Grid loss:  0.0000194 
Iteration 1950/50000, Fitting loss:  0.0003137 Grid loss:  0.0000195 
Iteration 2000/50000, Fitting loss:  0.0002728 Grid loss:  0.0000194 
