Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.7718
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=64, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\32_32_32res_8feats
Iteration 0/50000, Fitting loss:  0.0460854 
Iteration 50/50000, Fitting loss:  0.0006488 
Iteration 100/50000, Fitting loss:  0.0004489 
Iteration 150/50000, Fitting loss:  0.0003531 
Iteration 200/50000, Fitting loss:  0.0003322 
Iteration 250/50000, Fitting loss:  0.0003104 
Iteration 300/50000, Fitting loss:  0.0002886 
Iteration 350/50000, Fitting loss:  0.0002689 
Iteration 400/50000, Fitting loss:  0.0002389 
Iteration 450/50000, Fitting loss:  0.0002476 
Iteration 500/50000, Fitting loss:  0.0002492 
Iteration 550/50000, Fitting loss:  0.0004274 Grid loss:  0.0000359 
Iteration 600/50000, Fitting loss:  0.0004462 Grid loss:  0.0000358 
Iteration 650/50000, Fitting loss:  0.0004284 Grid loss:  0.0000347 
Iteration 700/50000, Fitting loss:  0.0004106 Grid loss:  0.0000335 
Iteration 750/50000, Fitting loss:  0.0004369 Grid loss:  0.0000326 
Iteration 800/50000, Fitting loss:  0.0004012 Grid loss:  0.0000320 
Iteration 850/50000, Fitting loss:  0.0003878 Grid loss:  0.0000318 
Iteration 900/50000, Fitting loss:  0.0004060 Grid loss:  0.0000303 
Iteration 950/50000, Fitting loss:  0.0003909 Grid loss:  0.0000297 
Iteration 1000/50000, Fitting loss:  0.0003643 Grid loss:  0.0000290 
Iteration 1050/50000, Fitting loss:  0.0003427 Grid loss:  0.0000279 
Iteration 1100/50000, Fitting loss:  0.0003596 Grid loss:  0.0000276 
Iteration 1150/50000, Fitting loss:  0.0003454 Grid loss:  0.0000267 
Iteration 1200/50000, Fitting loss:  0.0003262 Grid loss:  0.0000260 
Iteration 1250/50000, Fitting loss:  0.0003237 Grid loss:  0.0000255 
Iteration 1300/50000, Fitting loss:  0.0003384 Grid loss:  0.0000249 
Iteration 1350/50000, Fitting loss:  0.0003125 Grid loss:  0.0000242 
Iteration 1400/50000, Fitting loss:  0.0003253 Grid loss:  0.0000233 
Iteration 1450/50000, Fitting loss:  0.0003427 Grid loss:  0.0000232 
Iteration 1500/50000, Fitting loss:  0.0003453 Grid loss:  0.0000234 
Iteration 1550/50000, Fitting loss:  0.0002820 Grid loss:  0.0000228 
Iteration 1600/50000, Fitting loss:  0.0003070 Grid loss:  0.0000223 
Iteration 1650/50000, Fitting loss:  0.0002621 Grid loss:  0.0000219 
Iteration 1700/50000, Fitting loss:  0.0002705 Grid loss:  0.0000221 
Iteration 1750/50000, Fitting loss:  0.0002471 Grid loss:  0.0000216 
Iteration 1800/50000, Fitting loss:  0.0002522 Grid loss:  0.0000211 
Iteration 1850/50000, Fitting loss:  0.0002535 Grid loss:  0.0000214 
Iteration 1900/50000, Fitting loss:  0.0003379 Grid loss:  0.0000202 
Iteration 1950/50000, Fitting loss:  0.0002584 Grid loss:  0.0000209 
Iteration 2000/50000, Fitting loss:  0.0002462 Grid loss:  0.0000204 
Iteration 2050/50000, Fitting loss:  0.0002569 Grid loss:  0.0000207 
Iteration 2100/50000, Fitting loss:  0.0002787 Grid loss:  0.0000199 
Iteration 2150/50000, Fitting loss:  0.0002538 Grid loss:  0.0000196 
Iteration 2200/50000, Fitting loss:  0.0002709 Grid loss:  0.0000195 
Iteration 2250/50000, Fitting loss:  0.0003103 Grid loss:  0.0000205 
Iteration 2300/50000, Fitting loss:  0.0003389 Grid loss:  0.0000200 
Iteration 2350/50000, Fitting loss:  0.0002746 Grid loss:  0.0000198 
Iteration 2400/50000, Fitting loss:  0.0002509 Grid loss:  0.0000194 
Iteration 2450/50000, Fitting loss:  0.0002551 Grid loss:  0.0000185 
Iteration 2500/50000, Fitting loss:  0.0003328 Grid loss:  0.0000184 
Iteration 2550/50000, Fitting loss:  0.0002480 Grid loss:  0.0000187 
Iteration 2600/50000, Fitting loss:  0.0003256 Grid loss:  0.0000195 
Iteration 2650/50000, Fitting loss:  0.0002714 Grid loss:  0.0000187 
Iteration 2700/50000, Fitting loss:  0.0002654 Grid loss:  0.0000184 
Iteration 2750/50000, Fitting loss:  0.0002747 Grid loss:  0.0000188 
Iteration 2800/50000, Fitting loss:  0.0004611 Grid loss:  0.0000192 
Iteration 2850/50000, Fitting loss:  0.0003884 Grid loss:  0.0000195 
Iteration 2900/50000, Fitting loss:  0.0002458 Grid loss:  0.0000183 
Iteration 2950/50000, Fitting loss:  0.0002675 Grid loss:  0.0000181 
Iteration 3000/50000, Fitting loss:  0.0002426 Grid loss:  0.0000179 
Iteration 3050/50000, Fitting loss:  0.0004650 Grid loss:  0.0000181 
Iteration 3100/50000, Fitting loss:  0.0003053 Grid loss:  0.0000174 
Iteration 3150/50000, Fitting loss:  0.0002710 Grid loss:  0.0000171 
Iteration 3200/50000, Fitting loss:  0.0003538 Grid loss:  0.0000172 
Iteration 3250/50000, Fitting loss:  0.0002710 Grid loss:  0.0000166 
Iteration 3300/50000, Fitting loss:  0.0002610 Grid loss:  0.0000169 
Iteration 3350/50000, Fitting loss:  0.0002477 Grid loss:  0.0000171 
Iteration 3400/50000, Fitting loss:  0.0003628 Grid loss:  0.0000165 
Iteration 3450/50000, Fitting loss:  0.0002736 Grid loss:  0.0000174 
Iteration 3500/50000, Fitting loss:  0.0002317 Grid loss:  0.0000168 
Iteration 3550/50000, Fitting loss:  0.0002344 Grid loss:  0.0000159 
Iteration 3600/50000, Fitting loss:  0.0002668 Grid loss:  0.0000175 
Iteration 3650/50000, Fitting loss:  0.0003795 Grid loss:  0.0000177 
Iteration 3700/50000, Fitting loss:  0.0004861 Grid loss:  0.0000174 
Iteration 3750/50000, Fitting loss:  0.0003385 Grid loss:  0.0000151 
Iteration 3800/50000, Fitting loss:  0.0002394 Grid loss:  0.0000160 
Iteration 3850/50000, Fitting loss:  0.0002316 Grid loss:  0.0000161 
Iteration 3900/50000, Fitting loss:  0.0002211 Grid loss:  0.0000163 
Iteration 3950/50000, Fitting loss:  0.0002245 Grid loss:  0.0000167 
Iteration 4000/50000, Fitting loss:  0.0002303 Grid loss:  0.0000166 
Iteration 4050/50000, Fitting loss:  0.0003672 Grid loss:  0.0000166 
Iteration 4100/50000, Fitting loss:  0.0003153 Grid loss:  0.0000184 
Iteration 4150/50000, Fitting loss:  0.0002722 Grid loss:  0.0000164 
Iteration 4200/50000, Fitting loss:  0.0002314 Grid loss:  0.0000164 
Iteration 4250/50000, Fitting loss:  0.0004101 Grid loss:  0.0000150 
Iteration 4300/50000, Fitting loss:  0.0003069 Grid loss:  0.0000172 
Iteration 4350/50000, Fitting loss:  0.0002785 Grid loss:  0.0000165 
Iteration 4400/50000, Fitting loss:  0.0004878 Grid loss:  0.0000164 
Iteration 4450/50000, Fitting loss:  0.0002767 Grid loss:  0.0000149 
Iteration 4500/50000, Fitting loss:  0.0002862 Grid loss:  0.0000150 
Iteration 4550/50000, Fitting loss:  0.0004121 Grid loss:  0.0000164 
Iteration 4600/50000, Fitting loss:  0.0002621 Grid loss:  0.0000155 
Iteration 4650/50000, Fitting loss:  0.0006108 Grid loss:  0.0000195 
Iteration 4700/50000, Fitting loss:  0.0003098 Grid loss:  0.0000161 
Iteration 4750/50000, Fitting loss:  0.0002758 Grid loss:  0.0000154 
Iteration 4800/50000, Fitting loss:  0.0003279 Grid loss:  0.0000146 
Iteration 4850/50000, Fitting loss:  0.0002286 Grid loss:  0.0000151 
Iteration 4900/50000, Fitting loss:  0.0002407 Grid loss:  0.0000153 
Iteration 4950/50000, Fitting loss:  0.0004223 Grid loss:  0.0000159 
Iteration 5000/50000, Fitting loss:  0.0002577 Grid loss:  0.0000155 
Iteration 5050/50000, Fitting loss:  0.0004736 Grid loss:  0.0000186 
Iteration 5100/50000, Fitting loss:  0.0003906 Grid loss:  0.0000156 
Iteration 5150/50000, Fitting loss:  0.0002301 Grid loss:  0.0000158 
Iteration 5200/50000, Fitting loss:  0.0002524 Grid loss:  0.0000158 
Iteration 5250/50000, Fitting loss:  0.0001976 Grid loss:  0.0000153 
Iteration 5300/50000, Fitting loss:  0.0002283 Grid loss:  0.0000150 
Iteration 5350/50000, Fitting loss:  0.0002840 Grid loss:  0.0000145 
Epoch 04870: reducing learning rate of group 0 to 5.0000e-04.
Epoch 04870: reducing learning rate of group 1 to 5.0000e-04.
Epoch 04870: reducing learning rate of group 2 to 5.0000e-04.
Iteration 5400/50000, Fitting loss:  0.0002441 Grid loss:  0.0000163 
Iteration 5450/50000, Fitting loss:  0.0001856 Grid loss:  0.0000149 
Iteration 5500/50000, Fitting loss:  0.0002156 Grid loss:  0.0000149 
Iteration 5550/50000, Fitting loss:  0.0002157 Grid loss:  0.0000172 
Iteration 5600/50000, Fitting loss:  0.0002515 Grid loss:  0.0000161 
Iteration 5650/50000, Fitting loss:  0.0002004 Grid loss:  0.0000158 
Iteration 5700/50000, Fitting loss:  0.0001756 Grid loss:  0.0000149 
Iteration 5750/50000, Fitting loss:  0.0002367 Grid loss:  0.0000144 
Iteration 5800/50000, Fitting loss:  0.0001684 Grid loss:  0.0000159 
Iteration 5850/50000, Fitting loss:  0.0001756 Grid loss:  0.0000163 
Iteration 5900/50000, Fitting loss:  0.0002040 Grid loss:  0.0000154 
Iteration 5950/50000, Fitting loss:  0.0002158 Grid loss:  0.0000153 
Iteration 6000/50000, Fitting loss:  0.0001659 Grid loss:  0.0000155 
Iteration 6050/50000, Fitting loss:  0.0001872 Grid loss:  0.0000161 
Iteration 6100/50000, Fitting loss:  0.0001497 Grid loss:  0.0000157 
Epoch 05621: reducing learning rate of group 0 to 2.5000e-04.
Epoch 05621: reducing learning rate of group 1 to 2.5000e-04.
Epoch 05621: reducing learning rate of group 2 to 2.5000e-04.
Iteration 6150/50000, Fitting loss:  0.0001642 Grid loss:  0.0000161 
Iteration 6200/50000, Fitting loss:  0.0001473 Grid loss:  0.0000157 
Iteration 6250/50000, Fitting loss:  0.0001546 Grid loss:  0.0000161 
Iteration 6300/50000, Fitting loss:  0.0001647 Grid loss:  0.0000163 
Iteration 6350/50000, Fitting loss:  0.0001578 Grid loss:  0.0000166 
Iteration 6400/50000, Fitting loss:  0.0001427 Grid loss:  0.0000164 
Iteration 6450/50000, Fitting loss:  0.0001690 Grid loss:  0.0000165 
Iteration 6500/50000, Fitting loss:  0.0001963 Grid loss:  0.0000152 
Iteration 6550/50000, Fitting loss:  0.0001500 Grid loss:  0.0000163 
Iteration 6600/50000, Fitting loss:  0.0001395 Grid loss:  0.0000159 
Iteration 6650/50000, Fitting loss:  0.0001423 Grid loss:  0.0000160 
Iteration 6700/50000, Fitting loss:  0.0001401 Grid loss:  0.0000163 
Iteration 6750/50000, Fitting loss:  0.0001423 Grid loss:  0.0000163 
Iteration 6800/50000, Fitting loss:  0.0001832 Grid loss:  0.0000156 
Iteration 6850/50000, Fitting loss:  0.0001410 Grid loss:  0.0000161 
Epoch 06372: reducing learning rate of group 0 to 1.2500e-04.
Epoch 06372: reducing learning rate of group 1 to 1.2500e-04.
Epoch 06372: reducing learning rate of group 2 to 1.2500e-04.
Iteration 6900/50000, Fitting loss:  0.0001379 Grid loss:  0.0000170 
Iteration 6950/50000, Fitting loss:  0.0001252 Grid loss:  0.0000164 
Iteration 7000/50000, Fitting loss:  0.0001201 Grid loss:  0.0000163 
Iteration 7050/50000, Fitting loss:  0.0001274 Grid loss:  0.0000170 
Iteration 7100/50000, Fitting loss:  0.0001112 Grid loss:  0.0000166 
Iteration 7150/50000, Fitting loss:  0.0001171 Grid loss:  0.0000170 
Iteration 7200/50000, Fitting loss:  0.0001283 Grid loss:  0.0000170 
Iteration 7250/50000, Fitting loss:  0.0001194 Grid loss:  0.0000168 
Iteration 7300/50000, Fitting loss:  0.0001187 Grid loss:  0.0000165 
Iteration 7350/50000, Fitting loss:  0.0001397 Grid loss:  0.0000165 
Iteration 7400/50000, Fitting loss:  0.0001043 Grid loss:  0.0000171 
Iteration 7450/50000, Fitting loss:  0.0001039 Grid loss:  0.0000167 
Iteration 7500/50000, Fitting loss:  0.0001032 Grid loss:  0.0000173 
Iteration 7550/50000, Fitting loss:  0.0001156 Grid loss:  0.0000170 
Iteration 7600/50000, Fitting loss:  0.0001155 Grid loss:  0.0000170 
Epoch 07123: reducing learning rate of group 0 to 6.2500e-05.
Epoch 07123: reducing learning rate of group 1 to 6.2500e-05.
Epoch 07123: reducing learning rate of group 2 to 6.2500e-05.
Iteration 7650/50000, Fitting loss:  0.0001166 Grid loss:  0.0000169 
Iteration 7700/50000, Fitting loss:  0.0001028 Grid loss:  0.0000172 
Iteration 7750/50000, Fitting loss:  0.0001067 Grid loss:  0.0000169 
Iteration 7800/50000, Fitting loss:  0.0000964 Grid loss:  0.0000166 
Iteration 7850/50000, Fitting loss:  0.0000942 Grid loss:  0.0000167 
Iteration 7900/50000, Fitting loss:  0.0000983 Grid loss:  0.0000170 
Iteration 7950/50000, Fitting loss:  0.0000933 Grid loss:  0.0000167 
Iteration 8000/50000, Fitting loss:  0.0000892 Grid loss:  0.0000160 
