Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.8198
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=512, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\16_16_16res_64feats
Iteration 0/50000, Fitting loss:  0.0460856 
Iteration 50/50000, Fitting loss:  0.0005971 
Iteration 100/50000, Fitting loss:  0.0004928 
Iteration 150/50000, Fitting loss:  0.0004421 
Iteration 200/50000, Fitting loss:  0.0004148 
Iteration 250/50000, Fitting loss:  0.0004328 
Iteration 300/50000, Fitting loss:  0.0003890 
Iteration 350/50000, Fitting loss:  0.0003809 
Iteration 400/50000, Fitting loss:  0.0003689 
Iteration 450/50000, Fitting loss:  0.0003420 
Iteration 500/50000, Fitting loss:  0.0003731 
Iteration 550/50000, Fitting loss:  0.0003972 Grid loss:  0.0000372 
Iteration 600/50000, Fitting loss:  0.0005097 Grid loss:  0.0000355 
Iteration 650/50000, Fitting loss:  0.0004317 Grid loss:  0.0000345 
Iteration 700/50000, Fitting loss:  0.0003999 Grid loss:  0.0000332 
Iteration 750/50000, Fitting loss:  0.0004814 Grid loss:  0.0000319 
Iteration 800/50000, Fitting loss:  0.0003855 Grid loss:  0.0000310 
Iteration 850/50000, Fitting loss:  0.0003939 Grid loss:  0.0000307 
Iteration 900/50000, Fitting loss:  0.0003970 Grid loss:  0.0000296 
Iteration 950/50000, Fitting loss:  0.0003585 Grid loss:  0.0000283 
Iteration 1000/50000, Fitting loss:  0.0003384 Grid loss:  0.0000282 
Iteration 1050/50000, Fitting loss:  0.0003438 Grid loss:  0.0000274 
Iteration 1100/50000, Fitting loss:  0.0003405 Grid loss:  0.0000269 
Iteration 1150/50000, Fitting loss:  0.0003200 Grid loss:  0.0000262 
Iteration 1200/50000, Fitting loss:  0.0003255 Grid loss:  0.0000259 
Iteration 1250/50000, Fitting loss:  0.0003516 Grid loss:  0.0000253 
Iteration 1300/50000, Fitting loss:  0.0003308 Grid loss:  0.0000237 
Iteration 1350/50000, Fitting loss:  0.0003048 Grid loss:  0.0000230 
Iteration 1400/50000, Fitting loss:  0.0003189 Grid loss:  0.0000224 
Iteration 1450/50000, Fitting loss:  0.0003190 Grid loss:  0.0000226 
Iteration 1500/50000, Fitting loss:  0.0003228 Grid loss:  0.0000224 
Iteration 1550/50000, Fitting loss:  0.0002820 Grid loss:  0.0000212 
Iteration 1600/50000, Fitting loss:  0.0003067 Grid loss:  0.0000210 
Iteration 1650/50000, Fitting loss:  0.0002762 Grid loss:  0.0000209 
Iteration 1700/50000, Fitting loss:  0.0002860 Grid loss:  0.0000204 
Iteration 1750/50000, Fitting loss:  0.0002739 Grid loss:  0.0000206 
Iteration 1800/50000, Fitting loss:  0.0003256 Grid loss:  0.0000211 
Iteration 1850/50000, Fitting loss:  0.0003536 Grid loss:  0.0000203 
Iteration 1900/50000, Fitting loss:  0.0002898 Grid loss:  0.0000193 
Iteration 1950/50000, Fitting loss:  0.0002641 Grid loss:  0.0000190 
Iteration 2000/50000, Fitting loss:  0.0003289 Grid loss:  0.0000190 
Iteration 2050/50000, Fitting loss:  0.0002784 Grid loss:  0.0000184 
Iteration 2100/50000, Fitting loss:  0.0003019 Grid loss:  0.0000178 
Iteration 2150/50000, Fitting loss:  0.0002662 Grid loss:  0.0000180 
Iteration 2200/50000, Fitting loss:  0.0002753 Grid loss:  0.0000176 
Iteration 2250/50000, Fitting loss:  0.0002640 Grid loss:  0.0000176 
Iteration 2300/50000, Fitting loss:  0.0002983 Grid loss:  0.0000173 
Iteration 2350/50000, Fitting loss:  0.0002905 Grid loss:  0.0000172 
Iteration 2400/50000, Fitting loss:  0.0002722 Grid loss:  0.0000166 
Iteration 2450/50000, Fitting loss:  0.0002623 Grid loss:  0.0000168 
Iteration 2500/50000, Fitting loss:  0.0003349 Grid loss:  0.0000167 
Iteration 2550/50000, Fitting loss:  0.0002730 Grid loss:  0.0000167 
Iteration 2600/50000, Fitting loss:  0.0003953 Grid loss:  0.0000189 
Iteration 2650/50000, Fitting loss:  0.0002898 Grid loss:  0.0000166 
Iteration 2700/50000, Fitting loss:  0.0002679 Grid loss:  0.0000172 
Iteration 2750/50000, Fitting loss:  0.0002331 Grid loss:  0.0000175 
Iteration 2800/50000, Fitting loss:  0.0003102 Grid loss:  0.0000165 
Iteration 2850/50000, Fitting loss:  0.0003075 Grid loss:  0.0000159 
Iteration 2900/50000, Fitting loss:  0.0002908 Grid loss:  0.0000159 
Iteration 2950/50000, Fitting loss:  0.0003020 Grid loss:  0.0000158 
