Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  4.0573
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=32, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\asteroid_medium_2
Iteration 0/50000, Fitting loss:  0.0460840 
Iteration 50/50000, Fitting loss:  0.0006476 
Iteration 100/50000, Fitting loss:  0.0004483 
Iteration 150/50000, Fitting loss:  0.0003352 
Iteration 200/50000, Fitting loss:  0.0003227 
Iteration 250/50000, Fitting loss:  0.0003009 
Iteration 300/50000, Fitting loss:  0.0002928 
Iteration 350/50000, Fitting loss:  0.0002815 
Iteration 400/50000, Fitting loss:  0.0002562 
Iteration 450/50000, Fitting loss:  0.0002573 
Iteration 500/50000, Fitting loss:  0.0002806 
Iteration 550/50000, Fitting loss:  0.0004432 Grid loss:  0.0000359 
Iteration 600/50000, Fitting loss:  0.0004902 Grid loss:  0.0000352 
Iteration 650/50000, Fitting loss:  0.0004630 Grid loss:  0.0000347 
Iteration 700/50000, Fitting loss:  0.0004166 Grid loss:  0.0000338 
Iteration 750/50000, Fitting loss:  0.0004582 Grid loss:  0.0000332 
Iteration 800/50000, Fitting loss:  0.0004186 Grid loss:  0.0000320 
Iteration 850/50000, Fitting loss:  0.0004078 Grid loss:  0.0000313 
Iteration 900/50000, Fitting loss:  0.0003764 Grid loss:  0.0000301 
Iteration 950/50000, Fitting loss:  0.0003776 Grid loss:  0.0000300 
Iteration 1000/50000, Fitting loss:  0.0003479 Grid loss:  0.0000291 
Iteration 1050/50000, Fitting loss:  0.0003469 Grid loss:  0.0000285 
Iteration 1100/50000, Fitting loss:  0.0003525 Grid loss:  0.0000273 
Iteration 1150/50000, Fitting loss:  0.0003400 Grid loss:  0.0000271 
Iteration 1200/50000, Fitting loss:  0.0003463 Grid loss:  0.0000263 
Iteration 1250/50000, Fitting loss:  0.0003144 Grid loss:  0.0000254 
Iteration 1300/50000, Fitting loss:  0.0003324 Grid loss:  0.0000247 
Iteration 1350/50000, Fitting loss:  0.0003566 Grid loss:  0.0000244 
Iteration 1400/50000, Fitting loss:  0.0003121 Grid loss:  0.0000233 
Iteration 1450/50000, Fitting loss:  0.0003022 Grid loss:  0.0000225 
Iteration 1500/50000, Fitting loss:  0.0003533 Grid loss:  0.0000230 
