Data: torch.Size([1, 1, 1000, 1000, 1000]) from full extents (1000, 1000, 1000). IO time loading data:  3.8741
APMGSRN(
  (encoder): APMG_encoder()
  (decoder): Network(n_input_dims=64, n_output_dims=1, seed=1337, dtype=torch.float16, hyperparams={'encoding': {'offset': 0.0, 'otype': 'Identity', 'scale': 1.0}, 'network': {'activation': 'ReLU', 'n_hidden_layers': 2, 'n_neurons': 64, 'otype': 'FullyFusedMLP', 'output_activation': 'None'}, 'otype': 'NetworkWithInputEncoding'})
)
Training on cuda:0 C:\Users\Sky\Documents\GitHub\AMGSRN\Code\..\SavedModels\asteroid_medium_8
Iteration 0/50000, Fitting loss:  0.0460854 
Iteration 50/50000, Fitting loss:  0.0006718 
Iteration 100/50000, Fitting loss:  0.0004229 
Iteration 150/50000, Fitting loss:  0.0003384 
Iteration 200/50000, Fitting loss:  0.0003223 
Iteration 250/50000, Fitting loss:  0.0003148 
Iteration 300/50000, Fitting loss:  0.0002967 
Iteration 350/50000, Fitting loss:  0.0002847 
Iteration 400/50000, Fitting loss:  0.0002694 
Iteration 450/50000, Fitting loss:  0.0002700 
Iteration 500/50000, Fitting loss:  0.0003197 
Iteration 550/50000, Fitting loss:  0.0004198 Grid loss:  0.0000364 
Iteration 600/50000, Fitting loss:  0.0004473 Grid loss:  0.0000360 
Iteration 650/50000, Fitting loss:  0.0004461 Grid loss:  0.0000350 
Iteration 700/50000, Fitting loss:  0.0004158 Grid loss:  0.0000335 
Iteration 750/50000, Fitting loss:  0.0004307 Grid loss:  0.0000323 
Iteration 800/50000, Fitting loss:  0.0004056 Grid loss:  0.0000318 
Iteration 850/50000, Fitting loss:  0.0004314 Grid loss:  0.0000311 
Iteration 900/50000, Fitting loss:  0.0004055 Grid loss:  0.0000295 
Iteration 950/50000, Fitting loss:  0.0003695 Grid loss:  0.0000286 
Iteration 1000/50000, Fitting loss:  0.0003636 Grid loss:  0.0000287 
Iteration 1050/50000, Fitting loss:  0.0003471 Grid loss:  0.0000275 
Iteration 1100/50000, Fitting loss:  0.0003501 Grid loss:  0.0000270 
Iteration 1150/50000, Fitting loss:  0.0003892 Grid loss:  0.0000266 
Iteration 1200/50000, Fitting loss:  0.0003259 Grid loss:  0.0000260 
Iteration 1250/50000, Fitting loss:  0.0003395 Grid loss:  0.0000258 
Iteration 1300/50000, Fitting loss:  0.0003261 Grid loss:  0.0000241 
Iteration 1350/50000, Fitting loss:  0.0003070 Grid loss:  0.0000236 
Iteration 1400/50000, Fitting loss:  0.0003180 Grid loss:  0.0000230 
Iteration 1450/50000, Fitting loss:  0.0002899 Grid loss:  0.0000221 
Iteration 1500/50000, Fitting loss:  0.0002917 Grid loss:  0.0000224 
Iteration 1550/50000, Fitting loss:  0.0002916 Grid loss:  0.0000209 
Iteration 1600/50000, Fitting loss:  0.0002673 Grid loss:  0.0000211 
Iteration 1650/50000, Fitting loss:  0.0002850 Grid loss:  0.0000217 
Iteration 1700/50000, Fitting loss:  0.0002942 Grid loss:  0.0000209 
Iteration 1750/50000, Fitting loss:  0.0002382 Grid loss:  0.0000207 
Iteration 1800/50000, Fitting loss:  0.0002466 Grid loss:  0.0000205 
Iteration 1850/50000, Fitting loss:  0.0002468 Grid loss:  0.0000200 
Iteration 1900/50000, Fitting loss:  0.0002471 Grid loss:  0.0000206 
Iteration 1950/50000, Fitting loss:  0.0002464 Grid loss:  0.0000195 
Iteration 2000/50000, Fitting loss:  0.0003606 Grid loss:  0.0000202 
Iteration 2050/50000, Fitting loss:  0.0003071 Grid loss:  0.0000199 
Iteration 2100/50000, Fitting loss:  0.0003614 Grid loss:  0.0000199 
Iteration 2150/50000, Fitting loss:  0.0003156 Grid loss:  0.0000211 
Iteration 2200/50000, Fitting loss:  0.0003252 Grid loss:  0.0000205 
Iteration 2250/50000, Fitting loss:  0.0002679 Grid loss:  0.0000192 
Iteration 2300/50000, Fitting loss:  0.0004540 Grid loss:  0.0000204 
Iteration 2350/50000, Fitting loss:  0.0003638 Grid loss:  0.0000204 
Iteration 2400/50000, Fitting loss:  0.0003238 Grid loss:  0.0000193 
Iteration 2450/50000, Fitting loss:  0.0003911 Grid loss:  0.0000201 
Iteration 2500/50000, Fitting loss:  0.0003725 Grid loss:  0.0000198 
Iteration 2550/50000, Fitting loss:  0.0004011 Grid loss:  0.0000204 
Iteration 2600/50000, Fitting loss:  0.0004777 Grid loss:  0.0000202 
Iteration 2650/50000, Fitting loss:  0.0004377 Grid loss:  0.0000188 
Iteration 2700/50000, Fitting loss:  0.0004018 Grid loss:  0.0000193 
Iteration 2750/50000, Fitting loss:  0.0003188 Grid loss:  0.0000185 
Iteration 2800/50000, Fitting loss:  0.0003196 Grid loss:  0.0000175 
Iteration 2850/50000, Fitting loss:  0.0003093 Grid loss:  0.0000176 
